dim_1,dim_2,dim_3,class_name,split
0.88139135,0.11244982,0.29154417,calibrador,val
1.4742906,-0.14706106,-0.9140288,calibrador,test
1.3257164,0.081896424,-0.8307561,calibrador,train
1.0805564,-1.4977167,-1.4803544,calibrador,train
-0.2671739,-1.3489896,0.1737526,calibrador,train
0.3341525,-0.69673604,0.6564095,calibrador,val
0.0068916082,-0.27993932,0.32077348,calibrador,test
0.3247269,0.53486186,-1.8848354,calibrador,test
-0.1088025,0.62373716,-2.2709634,calibrador,train
-0.005673556,0.4157714,-2.0002785,calibrador,test
0.08961004,-0.09122907,-0.07134645,calibrador,test
0.73397875,-0.6917287,0.44563767,calibrador,train
0.42088267,0.34015545,-0.07904828,calibrador,train
4.304169,-0.38051438,-5.2534995,calibrador,val
3.8381338,-1.0258054,-4.8604097,calibrador,val
0.47247356,0.9738383,0.56186223,calibrador,train
4.4254785,-0.5020266,-5.3526735,calibrador,train
2.7633882,-0.7419218,1.8860962,calibrador,train
-0.8404527,0.09903554,0.37240234,calibrador,train
-0.99781215,-0.51308864,0.16306783,calibrador,train
-1.491724,0.72020555,-0.26946786,calibrador,val
0.47170404,-1.0916973,-0.43756804,calibrador,train
-1.0309643,-0.29680455,-0.14573869,calibrador,test
-0.58130467,-0.08767095,-0.11941854,calibrador,train
0.29006153,0.13922885,0.44730666,calibrador,train
-0.2348537,0.75662357,1.2650335,calibrador,train
1.4548278,-2.054791,-0.86248785,calibrador,test
-0.44978216,-1.8685181,0.5085356,calibrador,train
1.356263,0.57063645,0.17116101,calibrador,train
-0.79848826,-0.90377593,0.18527615,calibrador,train
0.22192693,-0.32292998,-0.5827113,calibrador,train
-1.0648447,-0.16220634,-0.6310762,calibrador,train
1.0620414,-0.1992724,-0.672856,calibrador,val
1.123128,-0.44602755,-0.82727474,calibrador,val
0.4456347,-1.2136753,0.5569693,calibrador,test
0.5069485,0.3007583,1.1725602,calibrador,train
-0.16060169,-0.45764485,-0.02610593,calibrador,train
-0.10490653,1.8329297,0.9664365,calibrador,train
-0.62424123,-0.3239693,0.0563021,calibrador,train
-0.54271585,-0.33300287,0.13406383,calibrador,train
-0.72090936,-0.16842663,0.28325734,calibrador,train
-0.50182796,0.2517657,-0.56235135,calibrador,train
0.24858868,0.03654216,0.7712562,calibrador,train
-0.3269485,-1.0226485,0.3649913,calibrador,train
1.662733,0.0053985887,-0.6328488,calibrador,train
1.6797452,0.025412168,-0.5379088,calibrador,test
-0.2122304,-1.2097293,0.38584438,calibrador,test
-0.42652828,0.73065877,0.6389512,calibrador,train
-0.33797067,-1.0865579,1.3141452,calibrador,val
3.017186,-1.0896081,1.7259626,calibrador,test
0.41135165,-1.3344028,2.623752,calibrador,test
1.3179659,-0.2381513,0.8232499,calibrador,val
1.1872542,0.7182856,-1.056208,calibrador,train
0.9485435,0.9123869,-0.5553461,calibrador,test
-1.1702486,0.19377019,1.3878143,calibrador,train
-0.37772137,-1.9775769,1.5645993,calibrador,train
2.0250854,1.3626326,0.5857222,calibrador,train
2.8275146,1.1420172,-1.6212068,calibrador,test
-0.6345884,-1.5157534,-1.7362794,calibrador,train
-1.2241682,0.7744104,0.8083799,calibrador,train
-1.4100256,-0.9807622,-0.59155124,calibrador,test
-0.026627352,0.4693355,-0.9944233,calibrador,train
0.65648305,0.06910128,-0.36998808,calibrador,train
0.3783536,-0.5680061,-0.051720437,calibrador,train
0.74301887,0.28500286,-0.5348535,calibrador,train
2.224579,1.1933073,-1.2156684,calibrador,test
1.3441331,0.71606207,-0.6907884,calibrador,train
0.76559454,-0.3545307,1.0029094,calibrador,train
-0.449539,-0.901708,-0.6030651,calibrador,train
2.3057995,2.9670682,-2.0467415,calibrador,val
-1.6433572,-2.5075164,1.020599,calibrador,val
0.8361401,-1.2578704,-0.33175486,calibrador,train
0.1952604,0.4785164,0.44700548,calibrador,train
-0.9308149,-1.0704415,-0.05998791,calibrador,train
-1.3228158,-0.2319401,1.4219732,calibrador,train
2.1213472,0.97771657,-0.39157858,calibrador,test
3.8894649,0.6481537,2.2052867,calibrador,test
0.44834894,-1.0773767,0.20900562,calibrador,train
0.33309957,0.52199644,0.95983887,cutter,test
-0.7025966,1.4975739,0.8884518,cutter,train
-0.4879545,-1.572193,-0.23562296,cutter,val
0.097772405,0.55996066,-0.14309826,cutter,train
-0.07805977,-0.20645106,1.8757086,cutter,val
-1.1179318,0.779748,0.66633344,cutter,train
-0.10885829,-0.075137556,0.5073271,cutter,train
0.60059524,2.1279404,-1.5175043,cutter,train
-0.35747743,-0.6349749,-0.7352015,cutter,train
0.20702778,-0.26550356,-0.74460137,cutter,val
-0.387532,0.19827695,-0.18608084,cutter,train
0.4445457,1.1907486,1.0105325,cutter,train
0.97300243,-0.11363235,1.2576767,cutter,train
-0.24395856,-1.0580441,1.0855832,cutter,val
-0.4969531,0.84436417,2.114229,cutter,train
-0.30482388,0.1945858,1.7109629,cutter,test
-0.5961322,0.97844285,0.3146724,cutter,train
0.1987925,0.15075248,0.698449,cutter,val
-0.69912213,0.74081814,0.3541609,cutter,train
-0.08183239,-0.25260508,-1.2862153,cutter,train
0.60862935,1.2714329,-0.69657505,cutter,train
-0.65678936,1.102434,0.4762757,cutter,test
-0.58172375,1.1992687,0.88068193,cutter,train
1.522398,-0.4197841,1.4898735,cutter,val
0.27896893,0.032194767,-0.14422113,cutter,train
-0.13153759,-0.1757462,1.0285116,cutter,train
-0.18481457,0.30770987,0.73578745,cutter,train
0.6465457,1.1589931,0.28728303,cutter,train
0.8492594,0.8439994,1.5433375,cutter,test
-0.49006227,0.7502219,1.6033013,cutter,train
0.45432204,-0.6728311,0.5463403,cutter,train
-0.960506,0.3140349,0.35072008,cutter,train
-0.06887108,-0.90159374,0.67698985,cutter,test
0.310787,-3.6064215,-0.19387288,cutter,test
0.70416397,-0.22005557,0.6614444,cutter,train
0.31528392,0.09359743,-0.5990647,cutter,train
0.16987965,0.3858448,0.6710122,cutter,train
0.7393331,0.42625064,0.86721945,cutter,train
-4.0578647,-1.5664792,-0.28960174,cutter,test
-1.3947937,-0.3550876,-2.0145192,cutter,train
-0.77252984,0.29183766,-0.69478726,cutter,train
1.0402973,0.35180873,1.9997785,cutter,train
-0.6223438,0.31925458,-0.7152096,cutter,train
0.13567387,-0.8432197,-1.3245138,cutter,train
-1.364178,-1.2970862,-1.5386415,cutter,train
0.4515968,0.6798975,-0.9430836,cutter,train
-1.7800609,-1.8174772,-1.0346409,cutter,test
1.3042009,-0.55102867,2.9169579,cutter,test
0.88020825,-1.1036882,3.472831,cutter,train
0.01547298,-0.59612215,1.3143951,cutter,train
-0.18600383,-0.30019975,1.0277793,cutter,train
2.073343,-0.4481026,-0.82974833,cutter,train
-0.50509524,-0.17634694,0.3597881,cutter,train
-0.523978,0.16864938,-0.5831938,cutter,train
-0.17158706,0.35329485,0.2654629,cutter,train
0.12255071,-3.7102273,1.0945561,cutter,train
-1.043393,-0.35504055,0.051052928,cutter,train
0.388835,0.029688098,-0.13598794,cutter,test
-0.06254014,0.05728274,0.065902546,cutter,train
-0.1641573,-0.5833316,-0.23696704,cutter,train
-0.22477625,-0.37476242,0.68309814,cutter,train
0.3565471,-1.6370463,0.31424505,cutter,val
1.1082549,0.6283693,-1.0823985,cutter,train
1.9319501,0.7395498,0.6341819,cutter,train
0.04694383,-1.9730879,1.3650483,cutter,train
-0.3711923,0.8902458,2.0448148,cutter,val
0.6651319,0.6100142,-0.5864555,cutter,train
-12.854003,-1.26589,-2.8164513,cutter,val
-0.3082448,-0.3539085,1.2910727,cutter,test
-0.4460982,1.3748018,-1.0494063,cutter,train
2.1778646,-0.42180145,0.3832842,cutter,val
0.2905037,-0.04800839,0.7600654,cutter,val
1.2881137,-0.4971084,2.349871,cutter,train
1.1684617,-0.48653919,2.369342,cutter,val
-0.24080463,-1.3926501,-0.35684955,cutter,train
-0.14682713,-1.333668,-0.037398733,cutter,test
0.9032458,-0.4229871,1.1185004,cutter,val
1.7400732,0.6859254,3.0175009,cutter,val
0.3812724,-0.07149145,0.75124073,cutter,train
0.070954196,0.08869164,1.394815,cutter,train
0.4139458,-0.39536223,-0.0041408204,cutter,train
0.3809554,0.62506115,0.009811062,cutter,train
-0.5452519,-1.2589543,1.0645432,cutter,train
-6.3412285,-0.9038411,-2.6040719,cutter,val
-1.0938547,-0.67054474,-0.13448745,cutter,test
-1.5598826,-0.89822733,-1.9114684,cutter,test
0.39628613,0.77892435,-0.36744907,cutter,train
-1.3789606,-3.7823555,-1.7215277,cutter,train
-0.33002752,0.4621896,2.3600929,cutter,test
-0.88895917,-0.068869084,0.12398978,cutter,val
0.44976705,1.0370376,0.025275702,cutter,val
0.94549084,-0.37690163,1.6714829,cutter,train
-0.14682949,-1.577365,0.33594313,cutter,test
-0.76884776,-0.052465785,-0.6217005,cutter,test
0.00046659645,1.032784,1.3264304,cutter,train
0.084361576,-1.1512023,1.387142,cutter,test
0.47315347,0.6113778,1.3332369,cutter,train
